context,synthetic_instruction,synthetic_instruction_score,synthetic_response,synthetic_response_score,instruction,response
"Online conversion rate optimization (or website optimization) was born out of the need of e-commerce marketers to improve their website's performance in the aftermath of the dot-com bubble, when technology companies started to be more aware about their spending, investing more in website analytics. After the burst, with website creation being more accessible, tons of pages with bad user experience were created. As competition grew on the web during the early 2000s, website analysis tools became available, and awareness of website usability grew, internet marketers were prompted to produce measurables for their tactics and improve their website's user experience.  In 2004, new tools enabled internet marketers to experiment with website design and content variations to determine which layouts, copy text, offers, and images perform best. Testing started to be more accessible and known. This form of optimization accelerated in 2007 with the introduction of the free tool Google Website Optimizer. Today, optimization and conversion are key aspects of many digital marketing campaigns. A research study conducted among internet marketers in 2017, for example, showed that 50% of respondents thought that CRO was ""crucial to their overall digital marketing strategy"".  Conversion rate optimization shares many principles with direct response marketing  a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized in the early twentieth century and supported by the formation of industry groups such as the Direct Marketing Association, which was formed in 1917 and later named Data & Marketing Association and acquired by the Association of National Advertisers following the announcement on May 31, 2018.  Like modern day conversion rate optimization, direct response marketers also practice A/B split-testing, response tracking, and audience testing to optimize mail, radio, and print campaigns.","What year saw the introduction of the free tool Google Website Optimizer, which accelerated conversion rate optimization?",90.0,2007.,88.57142857142857,"From the passage provided, extract where Thomas finished high school.","Thomas finished high school at John Muir High School in Pasadena, California."
"In the 199495 season, Jgr won his first Art Ross Trophy after finishing the regular season with the most points in the NHL; he tied Eric Lindros with 70 points but won based on his 32 goals to Lindros' 29. The next year, Jgr set a record for most points, 149, by a European-born player. Both his 62 goals and 87 assists from that season still stand as career-highs. His 199596 totals for assists and points stand as the records for right-wingers in those categories. After the 199798 season, Penguins captain Ron Francis signed with the Carolina Hurricanes, leaving Jgr the Penguins' captaincy. From 199798 to 200001, Jgr would win four-straight NHL scoring titles. In 1999, he would win the Hart Memorial Trophy as the NHL's most valuable player, as well as the Lester B. Pearson Award. In 1998, he led the Czech Republic to a gold medal at the 1998 Winter Olympics.","Instruction:
Identify the career-high goal and assist totals Jgr achieved in the 199596 NHL season and explain their significance.",94.28571428571428,"Jgr achieved career-high totals of 62 goals and 87 assists in the 199596 NHL season. These totals are notable not only because they represent his personal bests but also because they still stand as records for right-wingers in those categories. Moreover, his exceptional performance that season, which included a record 149 points by a European-born player, enabled him to win four-straight NHL scoring titles, further solidifying his status as one of the league's top players.",94.28571428571428,What principles does conversion rate optimization share with direct response marketing?,"They are both marketing approaches that emphasize tracking, testing, and on-going improvement. Direct response marketers also practice A/B split-testing, response tracking, and audience testing to optimize mail, radio, and print campaigns."
"The Tesla Model 3 became the world's all-time best-selling electric car in early 2020, and in June 2021 became the first electric car to pass 1 million global sales. Together with other emerging automotive technologies such as autonomous driving, connected vehicles and shared mobility, electric cars form a future mobility vision called Autonomous, Connected, Electric and Shared (ACES) Mobility.",What was the milestone achieved by the Tesla Model 3 in June 2021?,94.28571428571428,The Tesla Model 3 became the first electric car to pass 1 million global sales in June 2021.,95.71428571428572,How many points did Jaromr Jgr score in the 1995-1996 season?,"In 1995-1996 season, Jaromr Jgr scored 149 points, which set the record for the most points by a European born player."
"Patrick James Mara (1 February 1942  15 January 2016) was an Irish public affairs consultant and politician who served as Senator from July 1981 to October 1981 and May 1982 to December 1982. He was most renowned for being the political adviser to former Taoiseach Charles Haughey. He also served as Press Secretary to Fianna Fil from 1983 to 1987 and Government Press Secretary from 1987 to 1992.  He was appointed the Fianna Fil Director of Elections for the 1997, 2002, and 2007 general elections. He was a member of the board of Digicel, the company founded by Denis O'Brien to build mobile networks in the Caribbean.  He was regularly lampooned on the satirical Raidi Teilifs ireann (RT) radio sketch show Scrap Saturday, which ran from 1989 to 1991.","Which specific roles did Patrick James Mara hold within the Fianna Fáil party, and for which time periods did he serve in these capacities? (Answer: Patrick James Mara served as Press Secretary from 1983 to 1987 and Government Press Secretary from 1987 to 1992. He was also appointed as the Fianna Fáil Director of Elections for the 1997, 2002, and 2007 general elections.)",94.28571428571428,Patrick James Mara served as Press Secretary from 1983 to 1987 and Government Press Secretary from 1987 to 1992 within the Fianna Fáil party.,94.28571428571428,When was the Tesla Model 3 unit one million sold?,June 2021
"Drake Maye was born on August 30, 2002, in Charlotte, North Carolina. He attended and played high school football for Myers Park High School in Charlotte, where he was named MaxPreps North Carolina player of the year. He was a four-star prospect and originally committed to Alabama before flipping to North Carolina.","What high school did Drake Maye attend and play football for, and what notable award did he receive during his time there?",94.28571428571428,"Drake Maye attended and played football for Myers Park High School in Charlotte, where he was named MaxPreps North Carolina player of the year.",95.71428571428572,"Given a reference text about Patrick James Mara, tell me what he was known for.",Patrick James Mara was most known for being a political adviser to Taoiseach Charles Haughey and serving as Press Secretary and Government Press Secretary.
Pukeiti Pukeiti (c. 1948 - 18 October 2012) was a Cook Islands politician and Member of the Cook Islands Parliament. He was a member of the Cook Islands Party. He represented the electorate of Tamarua.  Pukeiti was elected to Parliament in the 2009 Tamarua by-election following the death of MP Mii Parima. He was re-elected at the 2010 election.,Which Cook Islands Parliament electorate did Pukeiti represent from 2009 until his passing in 2012?,95.71428571428572,Tamarua.,95.71428571428572,"Given this paragraph, which highs school did Drake Maye attend?","Based on this text, Drake Maye attended Myers Park High School in Charlotte, North Carolina."
"Lean startup is a methodology for developing businesses and products that aims to shorten product development cycles and rapidly discover if a proposed business model is viable; this is achieved by adopting a combination of business-hypothesis-driven experimentation, iterative product releases, and validated learning. Lean startup emphasizes customer feedback over intuition and flexibility over planning. This methodology enables recovery from failures more often than traditional ways of product development. ","What are the two main principles that Lean startup emphasizes, according to the provided context?",91.42857142857144,"The Lean startup methodology prioritizes two key principles. First, it emphasizes gathering customer feedback over relying on intuition, ensuring that product development is guided by user needs and preferences. Second, it values flexibility over extensive planning, allowing for rapid adaptation to changing market conditions and customer feedback.",95.71428571428572,How old was Pukeiti when he died?,"64 years old. He was born in 1948 and died in 2012, so 2012 - 1948 = 64."
"From the time of the character's debut until 1988, Yogi was voiced by voice actor Daws Butler. Butler died in 1988; his last performance as Yogi was in the television film Yogi and the Invasion of the Space Bears.  In 1983, a Yogi Bear balloon made its first appearance in the Macy's Thanksgiving Day Parade, becoming the final balloon that year. That same year, he appeared on a float named A Hanna-Barbera Christmas alongside many other Hanna-Barbera characters, as they cleaned up the streets of Broadway. The performance was bookended with animated segments featuring Yogi and Boo-Boo, voiced by Mel Blanc and Butler, respectively.  After Butler's death in 1988, Greg Burson stepped in to perform the role; Butler had taught Burson personally how to voice Yogi as well as his other characters. Worsening alcoholism and a legal incident led to Burson's firing in 2004 and eventually his death in 2008.  Yogi's current voice actor is Jeff Bergman. Bergman and Billy West also performed the character throughout the 1990s and early to mid-2000s for various Cartoon Network and Boomerang commercials and bumpers.","Who voiced Yogi Bear in the 1983 television special ""A Hanna-Barbera Christmas""?",90.0,"Mel Blanc and Daws Butler voiced Yogi Bear in the 1983 television special ""A Hanna-Barbera Christmas"".",94.28571428571428,"Based on this passage, give a bulleted overview of the components of the lean startup methodology.",Lean startup is a business and product development methodology The aim is to shorten product development cycles The approach is to test business hypotheses The experiments involve iterative product releases and learning from customer feedback
"Sir Thomas Staples, 9th Baronet (31 July 1775  14 May 1865) was an Anglo-Irish politician and lawyer. He was the last surviving person to have been a member of the Irish House of Commons, albeit only having been in the House for a short time.",What was the duration of Sir Thomas Staples' membership in the Irish House of Commons?,95.71428571428572,Sir Thomas Staples was a member of the Irish House of Commons for a short time.,88.57142857142857,List the people who voiced Yogi Bear in the 1980s.,Daws Butler voiced Yogi Bear until 1988. Greg Burson took over for the rest of the 1980s.
"New Orleans is known for specialties including beignets (locally pronounced like ""ben-yays""), square-shaped fried dough that could be called ""French doughnuts"" (served with caf au lait made with a blend of coffee and chicory rather than only coffee); and po' boy and Italian muffuletta sandwiches; Gulf oysters on the half-shell, fried oysters, boiled crawfish and other seafood; touffe, jambalaya, gumbo and other Creole dishes; and the Monday favorite of red beans and rice (Louis Armstrong often signed his letters, ""Red beans and ricely yours""). Another New Orleans specialty is the praline locally, a candy made with brown sugar, granulated sugar, cream, butter, and pecans. The city offers notable street food including the Asian inspired beef Yaka mein.","Identify specific dishes and candies that New Orleans is renowned for according to the context.

A. List three types of New Orleans' famous dishes mentioned in the context.
B. Name the local candy specialty made with brown sugar, granulated sugar, cream, butter, and pecans.
C. What type of coffee beverage is typically served with beignets in New Orleans?
D. Which sandwich is described as ""Italian"" in the context?
E. Which seafood item is served on the half-shell in New Orleans?",92.14285714285714,"A. Three famous New Orleans dishes are beignets, po' boy sandwiches, and Italian muffuletta sandwiches.

B. The local candy specialty made with brown sugar, granulated sugar, cream, butter, and pecans is the praline.

C. Beignets are typically served with caf au lait, which is a blend of coffee and chicory, in New Orleans.

D. The Italian muffuletta sandwich is Italian.

E. Gulf oysters are served on the half-shell in New Orleans.",94.28571428571428,"Given the following paragraph about politicians, who was the last surviving person to have been a member of the Irish House of Commons?","Sir Thomas Staples, 9th Baronet"
"The Milky Way is the galaxy that includes the Solar System, with the name describing the galaxy's appearance from Earth: a hazy band of light seen in the night sky formed from stars that cannot be individually distinguished by the naked eye. The term Milky Way is a translation of the Latin via lactea, from the Greek   (galaktiks kklos), meaning ""milky circle"". From Earth, the Milky Way appears as a band because its disk-shaped structure is viewed from within. Galileo Galilei first resolved the band of light into individual stars with his telescope in 1610. Until the early 1920s, most astronomers thought that the Milky Way contained all the stars in the Universe. Following the 1920 Great Debate between the astronomers Harlow Shapley and Heber Doust Curtis, observations by Edwin Hubble showed that the Milky Way is just one of many galaxies.","What is the origin of the term ""Milky Way"" and how is it related to the galaxy's appearance from Earth?",94.28571428571428,"The term ""Milky Way"" is a translation of the Latin ""via lactea"", from the Greek ""galaktiks kklos"", meaning ""milky circle"". This name describes the galaxy's appearance from Earth, a hazy band of light seen in the night sky formed from stars that cannot be individually distinguished by the naked eye.",94.28571428571428,List the sweet culinary specialities of New Orleans from this provided passage,"The sweet culinary specialities of New Orleans include: - Beignets: Square shaped fried dough similar to donuts - Praline: A candy made with sugar, cream and pecans"
"Brendon Small (born February 15, 1975) is an American actor, stand-up comedian, animator, writer, director, producer, and musician known for co-creating the animated series Home Movies (19992004, with Loren Bouchard) and Metalocalypse (200613, with Tommy Blacha). He also writes the music, and is the main performer for the virtual melodic death metal band Dethklok, which began as the subject of Metalocalypse but has taken on a life of its own, with four albums and an occasional live touring band, headed by Small. Small has also released two albums under his own name, in a similar musical style to Dethklok.  Small was born in Illinois in 1975. He moved to California as a child. Small started learning guitar at the age of 14 after a kid in his neighborhood began teaching him about guitar and music. At his first public performance, his hands shook so wildly that he had trouble controlling the guitar. It would be another ten years before he was comfortable performing in public. He graduated from Palma High School in Salinas, California. He graduated from Berklee College of Music in 1997. During his music studies, he took several writing and comedy classes at Emerson College. After graduating, he felt that the rock music genre was fading in popularity, so decided to try his hand at stand-up comedy.","What was the age at which Brendon Small started learning guitar, and how did his first public performance go?",94.28571428571428,"Brendon Small started learning guitar at the age of 14. His first public performance was challenging, as his hands shook so wildly that he had trouble controlling the guitar.",94.28571428571428,What is Milky Way?,Milky Way is the galaxy that includes Solar System in which our planet Earth is located.
"According to the Iyengar Yoga Institute, unlike more experiential approaches where students are encouraged to independently ""find their way"" to the asanas by imitating the teacher, an Iyengar Yoga class is precise, with misalignments and errors actively explained and corrected. It states that the style ""emphasizes precision and alignment"", and prioritizes correct movement over quantity, i.e. moving a small amount in the right direction is preferred to moving more but in other directions. Postures are held for a relatively long period of time compared to other schools of yoga; this allows the muscles to relax and lengthen, and encourages awareness in the pose. Props including belts, blocks and blankets are freely used to assist students in correct working in the asanas.","Instead of asking for a comparison with other yoga styles, focus on the unique aspects of an Iyengar Yoga class as described in the context. Here's an improved instruction:

Generate a clear, specific question or instruction in everyday English that:
1. Asks about the specific features of an Iyengar Yoga class, based on the context.
2. Encourages detailed responses that utilize the context effectively.
3. May include multiple parts to test comprehensive understanding, if appropriate.

Example:
Based on the provided context, describe the emphasis on precision and alignment in an Iyengar Yoga class and explain how the use of props contributes to this focus. Additionally, discuss the reason behind holding postures for a longer duration in this style of yoga.",94.28571428571428,"What specific features of an Iyengar Yoga class emphasize precision and alignment, and how do the use of props and holding postures for a longer duration contribute to this focus?",94.28571428571428,Extract the age when Brendon Small began to learn how to play Guitar,14
"The Instituto de Enseanza Secundaria Lope de Vega (IES Lope de Vega) is a public high school in Madrid, Spain. It is located in the calle de San Bernardo. It is operated by the regional administration of the Community of Madrid.","Where is the IES Lope de Vega specifically situated in Madrid, Spain? (Answer: The IES Lope de Vega is located on the calle de San Bernardo.)",95.71428571428572,"The IES Lope de Vega is specifically situated in the calle de San Bernardo in Madrid, Spain.",94.28571428571428,Without quoting directly from the text give me a summary of the differences between Iyengar Yoga and other yoga practices.,"Based on the given text, Iyengar yoga differs from other types of yoga in the following points:  By focusing on precision and alignment, Iyengar yoga gives you precise instructions and continuously explains and corrects the misalignments and errors. It also prioritizes the quality of the postures over the intensity of doing them.   It also keeps the practitioners in the postures for a longer time in comparison to other yoga styles.  Also the practitioners are provided with different props like belts, blocks and blankets that they can use freely to help themselves to perform the asanas correctly."
"Sergio Michel ""Checo"" Prez Mendoza (Spanish: [sexjo pees] (listen); born 26 January 1990), is a Mexican racing driver who races in Formula One for Red Bull Racing, having previously driven for Sauber, McLaren, Force India, and Racing Point. He won his first Formula One Grand Prix at the 2020 Sakhir Grand Prix, breaking the record for the number of starts before a race win at 190. He also earned his first Formula One pole position at the 2022 Saudi Arabian Grand Prix, breaking the record for the most races before a first pole position at 215. Prez has a contract with Red Bull Racing until the end of the 2024 season.",What is the number of Formula One starts Sergio Pérez had before winning his first Grand Prix?,95.71428571428572,"Sergio Pérez had 190 Formula One starts before winning his first Grand Prix at the 2020 Sakhir Grand Prix, breaking the record for the number of starts before a race win. This achievement highlights Pérez's perseverance and dedication to the sport.",95.71428571428572,In which city is this high school located?,Madrid
"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible. It is a general-purpose programming language intended to let programmers write once, run anywhere (WORA), meaning that compiled Java code can run on all platforms that support Java without the need to recompile. Java applications are typically compiled to bytecode that can run on any Java virtual machine (JVM) regardless of the underlying computer architecture. The syntax of Java is similar to C and C++, but has fewer low-level facilities than either of them. The Java runtime provides dynamic capabilities (such as reflection and runtime code modification) that are typically not available in traditional compiled languages. As of 2019, Java was one of the most popular programming languages in use according to GitHub,[citation not found] particularly for clientserver web applications, with a reported 9 million developers.  Java was originally developed by James Gosling at Sun Microsystems. It was released in May 1995 as a core component of Sun Microsystems' Java platform. The original and reference implementation Java compilers, virtual machines, and class libraries were originally released by Sun under proprietary licenses. As of May 2007, in compliance with the specifications of the Java Community Process, Sun had relicensed most of its Java technologies under the GPL-2.0-only license. Oracle offers its own HotSpot Java Virtual Machine, however the official reference implementation is the OpenJDK JVM which is free open-source software and used by most developers and is the default JVM for almost all Linux distributions.  As of March 2023, Java 20 is the latest version, while Java 17, 11 and 8 are the current long-term support (LTS) versions.","What are the key features of Java that allow it to be ""write once, run anywhere""?",94.28571428571428,"Java's key features that enable ""write once, run anywhere"" include being compiled to bytecode that can run on any Java virtual machine (JVM) regardless of the underlying computer architecture, and the ability to write code that is platform-independent.",94.28571428571428,List all the Formula 1 teams that Sergio Perez has driven for,- Sauber - McLaren - Force India - Racing Point - Red Bull Racing
"Hermes (, Hrms)  God of boundaries, travel, trade, communication, language, writing, cunning and thieves. Hermes was also responsible for protecting livestock and presided over the spheres associated with fertility, music, luck, and deception. The son of Zeus and Maia, Hermes is the messenger of the gods, and a psychopomp who leads the souls of the dead into the afterlife. He was depicted either as a handsome and athletic beardless youth, or as an older bearded man. His attributes include the herald's wand or caduceus, winged sandals, and a traveler's cap. His sacred animals include the tortoise. His Roman counterpart is Mercury.","What are Hermes' three primary responsibilities in Greek mythology, and what are two attributes commonly associated with him?",94.28571428571428,"Hermes' three primary responsibilities in Greek mythology are: messenger of the gods, psychopomp, and god of boundaries. Two attributes commonly associated with him are the herald's wand or caduceus and winged sandals.",94.28571428571428,"List all the organisations mentioned in this paragraph on the history of the Java programming language, as a comma separated list.","GitHub, Sun Microsystems, Oracle"
"Foley first described the use of a self-retaining balloon catheter in 1929, to be used to achieve hemostasis after cystoscopic prostatectomy. He worked on development of this design for use as an indwelling urinary catheter, to provide continuous drainage of the bladder, in the 1930s. His design incorporated an inflatable balloon towards the tip of the tube which could be inflated inside the bladder to retain the catheter without external taping or strapping. He demonstrated this to the American Urologists Society in 1935, and published a paper describing it in 1937. While he was still developing his catheter, a patent was issued to Paul Raiche of the Davol Rubber Company of Providence, Rhode Island in 1936. Four months later, in October 1936, Foley applied for the patent, and was awarded this after appearing before the patent office Board of Appeals. Raiche appealed this decision in court, and it was overturned, returning the patent to Raiche. A further request for a hearing made by Foley was refused, and so the patent stayed with Raiche. https://en.wikipedia.org/wiki/Frederic_Foley","What year did Foley first describe the use of a self-retaining balloon catheter, and what was its intended use?",94.28571428571428,1929. Foley first described the use of a self-retaining balloon catheter in 1929 to achieve hemostasis after cystoscopic prostatectomy.,95.71428571428572,From the passage identify the domains in which Hermes is considered a God. Display the results in a comma separated format.,"boundaries, travel, trade, communication, language, writing, cunning,thieves"
"With a worldwide box-office gross of over $2.9 billion, Avatar is proclaimed to be the ""highest-grossing"" film, but such claims usually refer to theatrical revenues only and do not take into account home video and television income, which can form a significant portion of a film's earnings. Once revenue from home entertainment is factored in it is not immediately clear which film is the most successful. Titanic earned $1.2 billion from video and DVD sales and rentals, in addition to the $2.2 billion it grossed in theatres. While complete sales data are not available for Avatar, it earned $345 million from the sale of sixteen million DVD and Blu-ray units in North America, and ultimately sold a total of thirty million DVD and Blu-ray units worldwide. After home video income is accounted for, both films have earned over $3 billion each. Television broadcast rights will also substantially add to a film's earnings, with a film often earning as much as 2025% of its theatrical box office for a couple of television runs on top of pay-per-view revenues; Titanic earned a further $55 million from the NBC and HBO broadcast rights, equating to about 9% of its North American gross.","What is the estimated total revenue earned by Titanic from all sources, including theatrical box office, home video, and television broadcast rights?",94.28571428571428,"Titanic earned $2.2 billion from theatrical box office, $1.2 billion from video and DVD sales and rentals, and $55 million from television broadcast rights.",95.71428571428572,"According to this paragraph, did Frederic Foley hold the patent to the Foley catheter?","According to this paragraph, Frederic Foley applied for the patent but it was ultimately awarded to Paul Riache instead."
"A church, church building or church house is a building used for Christian worship services and other Christian religious activities. The earliest identified Christian church is a house church founded between 233 and 256. From the 11th through the 14th centuries, there was a wave of church construction in Western Europe.  Sometimes, the word church is used by analogy for the buildings of other religions. Church is also used to describe the Christian religious community as a whole, or a body or an assembly of Christian believers around the world.",Identify the time period and building type of the earliest documented Christian place of worship. When was this house church established between 233 and 256?,94.28571428571428,"The earliest identified Christian church is a house church, founded between 233 and 256.",94.28571428571428,What is the highest-grossing film worldwide?,"Avatar is the highest-grossing film worldwide, grossing over $2.9B. It was written and directed by James Cameron, and was released in 2009."
"A season is a division of the year marked by changes in weather, ecology, and the amount of daylight. The growing season is that portion of the year in which local conditions (i.e. rainfall, temperature, daylight) permit normal plant growth. While each plant or crop has a specific growing season that depends on its genetic adaptation, growing seasons can generally be grouped into macro-environmental classes.",What are the specific local conditions mentioned in the context that permit normal plant growth during the growing season?,94.28571428571428,"Local conditions that permit normal plant growth during the growing season include rainfall, temperature, and daylight.",94.28571428571428,"From the given paragraph, write some points on Church.","1. A church, church building, or church house is a structure used for Christian religious activities such as worship ceremonies. 2. A home church that was established between 233 and 256 is the earliest known Christian congregation. 3. In Western Europe, there was a wave of church building from the 11th through the 14th centuries. 4. The word ""church"" is occasionally used as an analogy for the structures of other religions. 5. The word ""church"" is also used to refer to the global body of Christian believers as well as the Christian religious community as a whole."
"Time travel is the concept of movement between certain points in time, analogous to movement between different points in space by an object or a person, typically with the use of a hypothetical device known as a time machine. Time travel is a widely recognized concept in philosophy and fiction, particularly science fiction. The idea of a time machine was popularized by H. G. Wells' 1895 novel The Time Machine.","What hypothetical device is typically used for time travel, according to the provided context?",95.71428571428572,A time machine.,95.71428571428572,What is Growing Season?,"Season extension in agriculture is any method that allows a crop to be grown beyond its normal outdoor growing season and harvesting time frame, or the extra time thus achieved."
"Evelyn Quan Wang is a middle-aged Chinese American immigrant who runs a laundromat with her husband, Waymond; two decades earlier, they eloped to the United States and had a daughter, Joy. The laundromat is being audited by the Internal Revenue Service (IRS), Waymond is trying to serve Evelyn divorce papers in an attempt to get her attention so they can talk things out regarding their marriage, Evelyn's demanding father (referred to as Gong Gong, Cantonese for 'grandfather') is visiting for her Chinese New Year party, and Evelyn is reluctant to accept Joy's lesbian relationship with her non-Chinese girlfriend Becky (only introducing Becky to Gong Gong as Joy's ""very good friend"").","Instead of just asking who Evelyn is being served divorce papers by, a more specific and detailed instruction could be:

""Given the context, with whom should Evelyn Quan Wang expect to receive divorce papers from her husband, Waymond, during this particular time?""",94.28571428571428,"Evelyn Quan Wang should expect to receive divorce papers from her husband, Waymond, at the laundromat during the Internal Revenue Service (IRS) audit.",95.71428571428572,"Given this paragraph about time travel, how practical is it","Yes, time travel is indeed a real thing. But it's not quite what you've probably seen in the movies. Under certain conditions, it is possible to experience time passing at a different rate than 1 second per second. And there are important reasons why we need to understand this real-world form of time travel."
"Designed to supplement Disneyland in Anaheim, California, which had opened in 1955, the complex was developed by Walt Disney in the 1960s. ""The Florida Project"", as it was known, was intended to present a distinct vision with its own diverse set of attractions. Walt Disney's original plans also called for the inclusion of an ""Experimental Prototype Community of Tomorrow"" (EPCOT), a planned community intended to serve as a testbed for new city-living innovations. Walt Disney died on December 15, 1966, during the initial planning of the complex. After his death, the company wrestled with the idea of whether to bring the Disney World project to fruition; however, Walt's older brother, Roy O. Disney, came out of retirement to make sure Walt's biggest dream was realized. Construction started in 1967, with the company instead building a resort similar to Disneyland, abandoning the experimental concepts for a planned community. The Magic Kingdom was the first theme park to open in the complex, in 1971, followed by Epcot (1982), Disney's Hollywood Studios (1989), and Disney's Animal Kingdom (1998). It was Roy who insisted the name of the entire complex be changed from Disney World to Walt Disney World, ensuring that people would remember that the project was Walt's dream.","Instruction:

Based on the context, identify the original vision for the Florida project as proposed by Walt Disney and describe the changes made to this plan following his death.",92.14285714285714,"Walt Disney's original vision for the Florida project, also known as ""The Florida Project"", included a distinct set of attractions and a planned community called the ""Experimental Prototype Community of Tomorrow"" (EPCOT). EPCOT was intended to be a testbed for new city-living innovations. However, following Walt Disney's death in 1966, the company decided to abandon the experimental community concept and instead build a resort similar to Disneyland.",92.14285714285714,"Who is Evelyn Quan Wang in the move ""Everything Everywhere All at Once""?","Evelyn Quan Wang is a middle-aged Chinese American immigrant who runs a laundromat with her husband, Waymond."
"The 95th Academy Awards was a ceremony held by the Academy of Motion Picture Arts and Sciences (AMPAS) on March 12, 2023, at the Dolby Theatre in Los Angeles. It honored films released in 2022.  The event was televised in the U.S. by ABC and was produced by Ricky Kirshner and Glenn Weiss. Weiss was also the director. Comedian and late-night talk show host Jimmy Kimmel hosted the show for the third time, after emceeing the 89th and 90th editions of the ceremony in 2017 and 2018, respectively.  Everything Everywhere All at Once led the ceremony with eleven nominations and seven wins, including Best Picture, Best Director and Best Original Screenplay for Daniel Kwan and Daniel Scheinert, and three of the four acting awards. Other winners included All Quiet on the Western Front with four awards, The Whale with two, and Avatar: The Way of Water, Black Panther: Wakanda Forever, Guillermo del Toro's Pinocchio, Navalny, RRR, Top Gun: Maverick, and Women Talking each with one. Short film winners included The Boy, the Mole, the Fox and the Horse, The Elephant Whisperers, and An Irish Goodbye.","What were the seven awards won by ""Everything Everywhere All at Once"" at the 95th Academy Awards, and what were the categories they won in?",95.71428571428572,"Everything Everywhere All at Once won seven awards at the 95th Academy Awards. The categories they won in were Best Picture, Best Director, Best Original Screenplay, and three acting awards.",95.71428571428572,"Given this paragraph, which was built first Disneyland or Disney World?","According to this text, Disneyland was built first in 1955, with Disney World construction starting later in 1967 and first opening in 1971."
"Sam F.S. Chin (Chin Fan Siong, , born August 1, 1954) is the Grandmaster and Gatekeeper of the martial art called I Liq Chuan, and also known as ""the Martial Art of Awareness"". Chin developed the grading system for this system.  Chin was trained since childhood by his father, Chin Lik Keong, founder of I Liq Chuan, and in 1978, he won the state heavy weight kickboxing championships of Selangor (Malaysia). In August 2009 Chin was officially named the Gate Keeper and Lineage Holder of the I Liq Chuan. He is also the founder and President of Chin Family I Liq Chuan Association that supports the martial art's growth.  Chin has taught workshops worldwide , written two books on his family's martial art, co-authored articles, and produced a series of DVDs. Chin was interviewed by Jess O'Brien for his 2007 book ""Nei Jia Quan: Internal Martial Arts"".  In August 2009, Chin was also recognized by the USA Wushu Kung-Fu Federation as a Hall of Fame Outstanding Master. In 2014, he was written about by Ashe Higgs in Kung Fu Tai Chi Magazine ""Finding the Center: I Liq Chuans Three Essential Qualities for Offense and Defense as One"". Chin was also the subject of the 2016 CCTV Documentary ""Kung Fu Abroad: I Liq Chuan "".  On November 15, 2017 Sam Chin became an honorary professor at the University of Plovdiv, Bulgaria in recognition of his lifetime of achievement in spreading I Liq Chuan.","Generate a clear question that fully utilizes the context to ask about Sam Chin's literary contributions to I Liq Chuan:

Which two books did Sam Chin write, detailing the principles and techniques of his family's martial art, I Liq Chuan?",95.71428571428572,"Sam Chin wrote two books on his family's martial art, I Liq Chuan.",95.71428571428572,Which movie won the Best Picture award at 95th Academy Awards?,"Everything Everywhere All at Once won the award for Best Picture at the 95th Academy Awards. Additionally, this movie also won Best Director and Best Original Screenplay for Daniel Kwan and Daniel Scheinert, and three of the four acting awards."
"Schools and universities typically have a summer break to take advantage of the warmer weather and longer days. In almost all countries, children are out of school during this time of year for summer break, although dates vary. Many families will take holidays for a week or two over summer, particularly in Southern Hemisphere Western countries with statutory Christmas and New Year holidays. In the United States, public schools usually end in late May in Memorial Day weekend, while colleges finish in early May. Public school traditionally resumes near Labor Day, while higher institutions often resume in mid-August. In England and Wales, school ends in mid-July and resumes again in early September. In Scotland, the summer holiday begins in late June and ends in mid-to late-August. Similarly, in Canada the summer holiday starts on the last or second-last Friday in June and ends in late August or on the first Tuesday of September, with the exception of when that date falls before Labour Day, in which case, ends on the second Tuesday of the month. In Russia the summer holiday begins at the end of May and ends on 31 August. In the Southern Hemisphere, school summer holiday dates include the major holidays of Christmas and New Year's Day. School summer holidays in Australia, New Zealand and South Africa begin in early December and end in early February, with dates varying between states. In South Africa, the new school year usually starts during the second week of January, thus aligning the academic year with the Calendar year. In India, school ends in late April and resumes in early or mid-June. In Cameroon and Nigeria, schools usually finish for summer vacation in mid-July and resume in the later weeks of September or the first week of October.","Identify the start and end dates for summer break in schools and universities in the Southern Hemisphere, and specify which statutory holidays mark the beginning and end of the summer holidays for educational institutions in this region.",92.14285714285714,"In the Southern Hemisphere, school summer holidays typically begin in early December and end in early February. The major statutory holidays that mark the beginning and end of summer holidays are Christmas and New Year's Day.",94.28571428571428,What is I Liq Chuan?,"I Liq Chuan is a style of martial art founded by Chin Lik Keong from Malaysia that is also known as the ""Martial Art of Awareness""."
